source,question,answer,,,,,
https://www.knowledgehut.com/interview-questions/flask,Deploy Flask application with Setuptools.,"Setuptools is a Python extension library for distributing Python libraries and extensions. It enhances distutils, a rudimentary module installation system included with Python, to include a number of more complicated operations that make it easier to distribute larger applications:

    Support for dependencies: a library or application can specify a list of additional libraries it relies on, which will be installed for you automatically.
    Setuptools registers your package with your Python installation through the package registry. This allows you to query information from one package using information from another package. The entry point support, which allows one package to define a ""entry point"" that another package can hook into to expand the other package, is the most well-known feature of this system.
    Installation manager: Other libraries can be installed using pip.

Setuptools or distutils are used to distribute Flask and all of the libraries available on PyPI. If you have already installed Flask, then you also have setuptools available on your system because Flask is dependable on setuptools. A Flask application's basic setup.py file looks like this:

from setuptools import setup[Text Wrapping Break][Text Wrapping Break]setup([Text Wrapping Break]    name='Your Application',[Text Wrapping Break]    version='1.0',[Text Wrapping Break]    long_description=__doc__,[Text Wrapping Break]    packages=['yourapplication'],[Text Wrapping Break]    include_package_data=True,[Text Wrapping Break]    zip_safe=False,[Text Wrapping Break]    install_requires=['Flask'][Text Wrapping Break])

Please keep in mind that you must explicitly list subpackages. You can use the find packages method to have setuptools hunt up the packages for you automatically:

from setuptools import setup, find_packages[Text Wrapping Break][Text Wrapping Break]setup([Text Wrapping Break]    ...[Text Wrapping Break]    packages=find_packages()[Text Wrapping Break])",,,,,
https://www.knowledgehut.com/interview-questions/flask,Deploy Flask application with Fabric.,"Fabric is a Python program that works similarly to Makefiles but also allows you to run commands on a remote server. Flask applications may be easily deployed to other servers when used in conjunction with a well configured Python package (Large Applications as Packages) and a good configuration concept (Configuration Handling).

Before we get started, here's a quick rundown of what we need to be sure of:

    Fabric 1.0 must be installed on a local computer. This tutorial assumes you have the most recent version of Fabric installed.
    The program must already be packaged and must have a working setup.py file (Deploying with Setuptools).

Create a simple Fabfile: Fabric's execution is controlled by a fabfile. It's called fabfile.py, and it's run with the fab program. All of the functions in that file will be available as fab subcommands. They are run on a single or several hosts. These hosts can be specified on the command line or in the fabfile. We'll add them to the fabfile in this scenario.

This is a simple initial example that allows you to upload current source code to the server and install it into a virtual environment that already exists:

from fabric.api import *[Text Wrapping Break][Text Wrapping Break]# the user to use for the remote commands[Text Wrapping Break]env.user = 'appuser'[Text Wrapping Break]# the servers where the commands are executed[Text Wrapping Break]env.hosts = ['server1.example.com', 'server2.example.com'][Text Wrapping Break][Text Wrapping Break]def pack():[Text Wrapping Break]    # build the package[Text Wrapping Break]    local('python setup.py sdist --formats=gztar', capture=False)[Text Wrapping Break][Text Wrapping Break]def deploy():[Text Wrapping Break]    # figure out the package name and version[Text Wrapping Break]    dist = local('python setup.py --fullname', capture=True).strip()[Text Wrapping Break]    filename = f'{dist}.tar.gz'[Text Wrapping Break][Text Wrapping Break]    # upload the package to the temporary folder on the server[Text Wrapping Break]    put(f'dist/{filename}', f'/tmp/{filename}')[Text Wrapping Break][Text Wrapping Break]    # install the package in the application's virtualenv with pip[Text Wrapping Break]    run(f'/var/www/yourapplication/env/bin/pip install /tmp/{filename}')[Text Wrapping Break][Text Wrapping Break]    # remove the uploaded package[Text Wrapping Break]    run(f'rm -r /tmp/{filename}')[Text Wrapping Break][Text Wrapping Break]    # touch the .wsgi file to trigger a reload in mod_wsgi[Text Wrapping Break]    run('touch /var/www/yourapplication.wsgi')

So, how do you put that fabfile into action? The fab command is what you use. This command would be used to deploy the current version of the code to the remote server:

$ fab pack deploy",,,,,
https://www.knowledgehut.com/interview-questions/flask,How to redirect a user to another endpoint? Explain how to handle errors for redirecting a user.,"Use the redirect() function to send a user to another endpoint; use the abort() function to abort a request early with an error code:

from flask import abort, redirect, url_for[Text Wrapping Break][Text Wrapping Break]@app.route('/')[Text Wrapping Break]def index():[Text Wrapping Break]    return redirect(url_for('login'))[Text Wrapping Break][Text Wrapping Break]@app.route('/login')[Text Wrapping Break]def login():[Text Wrapping Break]    abort(401)[Text Wrapping Break]    this_is_never_executed()

Because a user will be diverted from the index to a page they cannot access (401 denotes access forbidden), this is a fairly worthless example, but it demonstrates how it works.

For each error code, a black and white error page is displayed by default. You may use the errorhandler() decorator to personalize the error page:

from flask import render_template[Text Wrapping Break][Text Wrapping Break]@app.errorhandler(404)[Text Wrapping Break]def page_not_found(error):[Text Wrapping Break]    return render_template('page_not_found.html'), 404

Take note of the 404 that appears following the render template() function. This tells Flask that the page's status code should be 404, which stands for ""not found."" By default, the value 200 is assumed, which means that everything went smoothly.",,,,,
https://www.knowledgehut.com/interview-questions/flask,Describe Blueprint Error Handlers.,"Most error handlers will operate as expected in Modular Applications with Blueprints. There is a caveat, though, when it comes to handlers for 404 and 405 errors. These error handlers are only called when there is an appropriate raise statement or a call to abort in one of the blueprint's view functions; they are not called when there is invalid URL access, for example.

Because the blueprint does not own a certain URL space, the application instance has no means of knowing which blueprint error handler to apply if the URL is wrong. If you want to use alternative handling strategies for these errors based on URL prefixes, you can do so using the request proxy object at the application level.

from flask import jsonify, render_template[Text Wrapping Break][Text Wrapping Break]# at the application level[Text Wrapping Break]# not the blueprint level[Text Wrapping Break]@app.errorhandler(404)[Text Wrapping Break]def page_not_found(e):[Text Wrapping Break]    # if a request is in our blog URL space[Text Wrapping Break]    if request.path.startswith('/blog/'):[Text Wrapping Break]        # we return a custom blog 404 page[Text Wrapping Break]        return render_template(""blog/404.html""), 404[Text Wrapping Break]    else:[Text Wrapping Break]        # otherwise we return our generic site-wide 404 page[Text Wrapping Break]        return render_template(""404.html""), 404[Text Wrapping Break][Text Wrapping Break]@app.errorhandler(405)[Text Wrapping Break]def method_not_allowed(e):[Text Wrapping Break]    # if a request has the wrong method to our API[Text Wrapping Break]    if request.path.startswith('/api/'):[Text Wrapping Break]        # we return a json saying so[Text Wrapping Break]        return jsonify(message=""Method Not Allowed""), 405[Text Wrapping Break]    else:[Text Wrapping Break]        # otherwise we return a generic site-wide 405 page[Text Wrapping Break]        return render_templa",,,,,
https://www.knowledgehut.com/interview-questions/flask,What will you do if your codebase is growing so rapidly? How do you scale your application?,"Flask began as a demonstration of how to create your own framework using well-known tools like Werkzeug (WSGI) and Jinja (templating), but as it grew in popularity, it became helpful to a broader audience. Don't just utilize Flask as you expand your codebase; learn it. Check out the source. Flask's code is written to be read, and its documentation is available for users with its internal APIs. Flask follows upstream libraries' defined APIs and describes its internal utilities so you can locate the hook points you need for your project.

Hook and Extend: The API documentation is full of overrides, hook points, and Signals. Custom classes can be provided for request and response objects, for example. Look at the APIs you're using and see what customizations are available right out of the box in a Flask release. Look for ways to rework your project into a collection of Flask extensions and utilities. If you can't discover what you're looking for among the many Extensions in the community, seek for patterns to develop your own.

Subclass: Many methods of the Flask class are intended for subclassing. Subclassing Flask (see the linked method instructions) and using that subclass anywhere you instantiate an application class allows you to rapidly add or alter behavior. This is a great way to use Application Factories. For an example, see Flask Subclassing.

Wrap with middleware: The Application Dispatching pattern explains how to use middleware in detail. To encapsulate your Flask instances and introduce repairs and updates at the layer between your Flask application and your HTTP server, you can use WSGI middleware. Werkzeug comes with a number of middlewares.

Fork: Fork Flask if none of the preceding options work. Werkzeug and Jinja2 contain the majority of Flask's code. The majority of the work is done by these libraries. Flask is simply the glue that holds them together. Every project has a moment where the underlying framework becomes a hindrance (due to assumptions the original developers had). This is understandable because if it weren't, the framework would be an extremely complex system from the start, resulting in a steep learning curve and a lot of user irritation.

For many online applications, code complexity is less of a concern than scaling for the expected number of users or data entries. Flask's scalability capabilities are restricted solely by your application code, the data store you choose to utilize, and the Python implementation and web server you're using.

Scaling well means, for example, that doubling the number of servers yields roughly double the performance. Scaling poorly means that adding a new server will not improve performance or will not even support a second server. In Flask, the context local proxies are the only limiting element in terms of scaling. They are dependent on context, which is defined in Flask as a thread, process, or greenlet. Flask will no longer be able to support global proxies if your server uses a concurrency model that isn't based on threads or greenlets. However, the majority of servers achieve concurrency by using threads, greenlets, or different processes, all of which are fully supported by the Werkzeug framework.",,,,,
,,,,,,,
https://nofluffjobs.com/blog/zadania-rekrutacyjne-dla-junior-python-developera/,Odwróć listę,,,,,,
,"napisz dekorator podnoszący do kwadratu wynik funkcji, którą dekoruje.",,,,,,
,napisz dekorator wypisujący czas wejścia i wyjścia z funkcji,,,,,,
,"napisz dekorator z argumentami, który wypisze czas wejścia i wyjścia z funkcji, tylko jeśli moment wywołania funkcji jest wcześniejszy niż wskazana godzina",,,,,,
,jakie istnieja sposoby na zamiane kluczy z wartosciami w slowniku?,,,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.1. What are the key features of Python?,"If it makes for an introductory language to programming, Python must mean something. These are its qualities:
 
 Interpreted
 Dynamically-typed
 Object-oriented
 Concise and simple
 Free
 Has a large community",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.2. Differentiate between lists and tuples.,"The major difference is that a list is mutable, but a tuple is immutable. Examples:
 
 >>> mylist=[1,3,3]
 >>> mylist[1]=2
 >>> mytuple=(1,3,3)
 >>> mytuple[1]=2
 Traceback (most recent call last):
 
 File ""<pyshell#97>"", line 1, in <module>
 
 
 mytuple[1]=2
 
 TypeError: ‘tuple’ object does not support item assignment
 
 Python Tuples vs Lists – A Detailed Comparison",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.3. Explain the ternary operator in Python.,"Unlike C++, we don’t have ?: in Python, but we have this:
 
 [on true] if [expression] else [on false]
 
 If the expression is True, the statement under [on true] is executed. Else, that under [on false] is executed.
 
 Below is how you would use it:
 
 >>> a,b=2,3
 >>> min=a if a<b else b
 >>> min
 2
 
 >>> print(""Hi"") if a<b else print(""Bye"")
 Hi",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.4. What are negative indices?,"Let’s take a list for this.
 
 >>> mylist=[0,1,2,3,4,5,6,7,8]
 A negative index, unlike a positive one, begins searching from the right.
 
 >>> mylist[-3]
 6
 
 This also helps with slicing from the back:
 
 >>> mylist[-6:-1]
 [3, 4, 5, 6, 7]",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.5. Is Python case-sensitive?,"A language is case-sensitive if it distinguishes between identifiers like myname and Myname. In other words, it cares about case- lowercase or uppercase. Let’s try this with Python.
 
 
 >>> myname='Ayushi'
 >>> Myname
 Traceback (most recent call last):
 
 File ""<pyshell#3>"", line 1, in <module>
 
 Myname
 
 NameError: name ‘Myname’ is not defined
 
 As you can see, this raised a NameError. This means that Python is indeed case-sensitive.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.6. How long can an identifier be in Python?,"According to the official Python documentation, an identifier can be of any length. However, PEP 8 suggests that you should limit all lines to a maximum of 79 characters. Also, PEP 20 says ‘readability counts’. So, a very long identifier will violate PEP-8 and PEP-20.
 
 Apart from that, there are certain rules we must follow to name one:
 
 It can only begin with an underscore or a character from A-Z or a-z.
 The rest of it can contain anything from the following: A-Z/a-z/_/0-9.
 Python is case-sensitive, as we discussed in the previous question.
 Keywords cannot be used as identifiers. Python has the following keywords:
 and def False import not True
 as del finally in or try
 assert elif for is pass while
 break else from lambda print with
 class except global None raise yield
 continue exec if nonlocal return
 Learn everything about Python Identifiers",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.7. How would you convert a string into lowercase?,"We use the lower() method for this.
 
 >>> 'AyuShi'.lower()
 ‘ayushi’
 
 To convert it into uppercase, then, we use upper().
 
 >>> 'AyuShi'.upper()
 ‘AYUSHI’
 
 Also, to check if a string is in all uppercase or all lowercase, we use the methods isupper() and islower().
 
 >>> 'AyuShi'.isupper()
 False
 
 >>> 'AYUSHI'.isupper()
 True
 
 >>> 'ayushi'.islower()
 True
 
 >>> '@yu$hi'.islower()
 True
 
 >>> '@YU$HI'.isupper()
 True
 
 So, characters like @ and $ will suffice for both cases
 
 Also, istitle() will tell us if a string is in title case.
 
 >>> 'The Corpse Bride'.istitle()
 True",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.8. What is the pass statement in Python?,"There may be times in our code when we haven’t decided what to do yet, but we must type something for it to be syntactically correct. In such a case, we use the pass statement.
 
 >>> def func(*args):
 pass
 >>>
 
 Similarly, the break statement breaks out of a loop.
 
 >>> for i in range(7):
 if i==3: break
 print(i)
 1
 
 2
 
 Finally, the continue statement skips to the next iteration.
 
 >>> for i in range(7):
 if i==3: continue
 print(i)
 1
 
 2
 
 4
 
 5
 
 6
 
 Hope you have read all the basic Python Interview Questions and Answers. Now, let’s move towards the second part of the blog – Most asked Python Interview Questions and Answers for freshers
 
 Frequently Asked Python Interview Questions and Answers for Freshers
 While solving or answering these questions, if you feel any difficulty, comment us. DataFlair is always ready to help you.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.9. Explain help() and dir() functions in Python.,"The help() function displays the documentation string and help for its argument.
 
 >>> import copy
 >>> help(copy.copy)
 Help on function copy in module copy:
 
 
 copy(x)
 
 Shallow copy operation on arbitrary Python objects.
 
 See the module’s __doc__ string for more info.
 
 The dir() function displays all the members of an object(any kind).
 
 >>> dir(copy.copy)
 [‘__annotations__’, ‘__call__’, ‘__class__’, ‘__closure__’, ‘__code__’, ‘__defaults__’, ‘__delattr__’, ‘__dict__’, ‘__dir__’, ‘__doc__’, ‘__eq__’, ‘__format__’, ‘__ge__’, ‘__get__’, ‘__getattribute__’, ‘__globals__’, ‘__gt__’, ‘__hash__’, ‘__init__’, ‘__init_subclass__’, ‘__kwdefaults__’, ‘__le__’, ‘__lt__’, ‘__module__’, ‘__name__’, ‘__ne__’, ‘__new__’, ‘__qualname__’, ‘__reduce__’, ‘__reduce_ex__’, ‘__repr__’, ‘__setattr__’, ‘__sizeof__’, ‘__str__’, ‘__subclasshook__’]",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.10. How do you get a list of all the keys in a dictionary?,"Be specific in these type of Python Interview Questions and Answers.
 
 For this, we use the function keys().
 
 >>> mydict={'a':1,'b':2,'c':3,'e':5}
 >>> mydict.keys()
 dict_keys([‘a’, ‘b’, ‘c’, ‘e’])
 
 Wait!! Have you developed any Python Project yet?
 
 Practice with Top Python Projects with source code and become job-ready",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.11. What is slicing?,"Slicing is a technique that allows us to retrieve only a part of a list, tuple, or string. For this, we use the slicing operator [].
 
 >>> (1,2,3,4,5)[2:4]
 (3, 4)
 
 >>> [7,6,8,5,9][2:]
 
 [8, 5, 9]
 
 >>> 'Hello'[:-1]
 ‘Hell’",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.12. How would you declare a comment in Python?,"Unlike languages like C++, Python does not have multiline comments. All it has is octothorpe (#). Anything following a hash is considered a comment, and the interpreter ignores it.
 
 >>> #line 1 of comment
 >>> #line 2 of comment
 In fact, you can place a comment anywhere in your code. You can use it to explain your code.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.13. How will you check if all characters in a string are alphanumeric?,"For this, we use the method isalnum().",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.14. How will you capitalize the first letter of a string?,"Simply using the method capitalize().
 
 >>> 'ayushi'.capitalize()
 ‘Ayushi’
 
 >>> type(str.capitalize)
 <class ‘method_descriptor’>
 
 However, it will let other characters be.
 
 >>> '@yushi'.capitalize()
 ‘@yushi’
 
 >>> 'Ayushi123'.isalnum()
 True
 
 >>> 'Ayushi123!'.isalnum()
 False
 
 
 Other methods that we have include:
 
 >>> '123.3'.isdigit()
 False
 
 >>> '123'.isnumeric()
 True
 
 >>> 'ayushi'.islower()
 True
 
 >>> 'Ayushi'.isupper()
 False
 
 >>> 'Ayushi'.istitle()
 True
 
 >>> ' '.isspace()
 True
 
 >>> '123F'.isdecimal()
 False",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.15. We know Python is all the rage these days. But to be truly accepting of a great technology, you must know its pitfalls as well. Would you like to talk about this?","Of course. To be truly yourself, you must be accepting of your flaws. Only then can you move forward to work on them. Python has its flaws too:
 
 Python Interview Question - limitations of Python
 
 Python’s interpreted nature imposes a speed penalty on it.
 While Python is great for a lot of things, it is weak in mobile computing, and in browsers.
 Being dynamically-typed, Python uses duck-typing (If it looks like a duck, it must be a duck). This can raise runtime errors.
 Python has underdeveloped database access layers. This renders it a less-than-perfect choice for huge database applications.
 And then, well, of course. Being easy makes it addictive. Once a Python-coder, always a Python coder.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.16. With Python, how do you find out which directory you are currently in?","To find this, we use the function/method getcwd(). We import it from the module os.
 
 >>> import os
 >>> os.getcwd()
 ‘C:\\Users\\lifei\\AppData\\Local\\Programs\\Python\\Python36-32’
 
 >>> type(os.getcwd)
 <class ‘builtin_function_or_method’>
 
 We can also change the current working directory with chdir().
 
 >>> os.chdir('C:\\Users\\lifei\\Desktop')
 >>> os.getcwd()
 ‘C:\\Users\\lifei\\Desktop’",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.17. How do you insert an object at a given index in Python?,"Let’s build a list first.
 
 >>> a=[1,2,4]
 Now, we use the method insert. The first argument is the index at which to insert, the second is the value to insert.
 
 >>> a.insert(2,3)
 >>> a
 [1, 2, 3, 4]",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.18. And how do you reverse a list?,"Using the reverse() method.
 
 >>> a.reverse()
 >>> a
 [4, 3, 2, 1]
 
 You can also do it via slicing from right to left:
 
 >>> a[::-1]
 >>> a
 [1, 2, 3, 4]
 
 This gives us the original list because we already reversed it once. However, this does not modify the original list to reverse it.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.19. What is the Python interpreter prompt?,"This is the following sign for Python Interpreter:
 
 >>>
 If you have worked with the IDLE, you will see this prompt.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.20. How does a function return values?,"A function uses the ‘return’ keyword to return a value. Take a look:
 
 >>> def add(a,b):
 return a+b",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.21. How would you define a block in Python?,"For any kind of statements, we possibly need to define a block of code under them. However, Python does not support curly braces. This means we must end such statements with colons and then indent the blocks under those with the same amount.
 
 >>> if 3>1:
 print(""Hello"")
 print(""Goodbye"")
 Hello
 
 Goodbye",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.22. Why do we need break and continue in Python?,Both break and continue are statements that control flow in Python loops. break stops the current loop from executing further and transfers the control to the next block. continue jumps to the next iteration of the loop without exhausting it.,,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.23. Will the do-while loop work if you don’t end it with a semicolon?,"Trick question! Python does not support an intrinsic do-while loop. Secondly, to terminate do-while loops is a necessity for languages like C++.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.24. In one line, show us how you’ll get the max alphabetical character from a string.","For this, we’ll simply use the max function.
 
 >>> max('flyiNg')
 ‘y’
 
 The following are the ASCII values for all the letters of this string-
 
 f- 102
 
 l- 108
 
 y- 121
 
 i- 105
 
 N- 78
 
 g- 103
 
 
 By this logic, try to explain the following line of code-
 
 >>> max('fly{}iNg')
 ‘}’
 
 (Bonus: } – 125)",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.25. What is Python good for?,"Python is a jack of many trades, check out Applications of Python to find out more.
 
 Meanwhile, we’ll say we can use it for:
 
 Web and Internet Development
 Desktop GUI
 Scientific and Numeric Applications
 Software Development Applications
 Applications in Education
 Applications in Business
 Database Access
 Network Programming
 Games, 3D Graphics
 Other Python Applications",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.26. Can you name ten built-in functions in Python and explain each in brief?,"Ten Built-in Functions, you say? Okay, here you go.
 
 complex()- Creates a complex number.
 
 >>> complex(3.5,4)
 (3.5+4j)
 
 eval()- Parses a string as an expression.
 
 >>> eval('print(max(22,22.0)-min(2,3))')
 20
 
 filter()- Filters in items for which the condition is true.
 
 >>> list(filter(lambda x:x%2==0,[1,2,0,False]))
 
 [2, 0, False]
 
 format()- Lets us format a string.
 
 >>> print(""a={0} but b={1}"".format(a,b))
 a=2 but b=3
 
 hash()- Returns the hash value of an object.
 
 >>> hash(3.7)
 644245917
 
 hex()- Converts an integer to a hexadecimal.
 
 >>> hex(14)
 ‘0xe’
 
 input()- Reads and returns a line of string.
 
 >>> input('Enter a number')
 Enter a number7
 
 ‘7’
 len()- Returns the length of an object.
 
 >>> len('Ayushi')
 6
 
 locals()- Returns a dictionary of the current local symbol table.
 
 >>> locals()
 {‘__name__’: ‘__main__’, ‘__doc__’: None, ‘__package__’: None, ‘__loader__’: <class ‘_frozen_importlib.BuiltinImporter’>, ‘__spec__’: None, ‘__annotations__’: {}, ‘__builtins__’: <module ‘builtins’ (built-in)>, ‘a’: 2, ‘b’: 3}
 
 open()- Opens a file.
 
 >>> file=open('tabs.txt')",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.27. What will the following code output?,">>> word=’abcdefghij’
 >>> word[:3]+word[3:]
 The output is ‘abcdefghij’. The first slice gives us ‘abc’, the next gives us ‘defghij’.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.28. How will you convert a list into a string?,"We will use the join() method for this.
 
 >>> nums=['one','two','three','four','five','six','seven']
 >>> s=' '.join(nums)
 >>> s
 ‘one two three four five six seven’",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.29. How will you remove a duplicate element from a list?,"We can turn it into a set to do that.
 
 >>> list=[1,2,1,3,4,2]
 >>> set(list)
 {1, 2, 3, 4}",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.30. Can you explain the life cycle of a thread?,"python scripting interview questions
 
 To create a thread, we create a class that we make override the run method of the thread class. Then, we instantiate it.
 A thread that we just created is in the new state. When we make a call to start() on it, it forwards the threads for scheduling. These are in the ready state.
 When execution begins, the thread is in the running state.
 Calls to methods like sleep() and join() make a thread wait. Such a thread is in the waiting/blocked state.
 When a thread is done waiting or executing, other waiting threads are sent for scheduling.
 A running thread that is done executing terminates and is in the dead state.
 
 Basic Python Program Interview Questions and Answers",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.31. What is a dictionary in Python?,"A python dictionary is something I have never seen in other languages like C++ or Java programming. It holds key-value pairs.
 
 >>> roots={25:5,16:4,9:3,4:2,1:1}
 >>> type(roots)
 <class ‘dict’>
 
 >>> roots[9]
 3
 
 A dictionary is mutable, and we can also use a comprehension to create it.
 
 >>> roots={x**2😡 for x in range(5,0,-1)}
 >>> roots
 {25: 5, 16: 4, 9: 3, 4: 2, 1: 1}",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.32. Explain the //, %, and ** operators in Python.","The // operator performs floor division. It will return the integer part of the result on division.
 
 >>> 7//2
 3
 
 Normal division would return 3.5 here.
 
 Similarly, ** performs exponentiation. a**b returns the value of a raised to the power b.
 
 >>> 2**10
 1024
 
 Finally, % is for modulus. This gives us the value left after the highest achievable division.
 
 >>> 13%7
 6
 
 >>> 3.5%1.5
 0.5",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.33. What do you know about relational operators in Python.,"Top python interview questions with answers
 
  
 
 Relational operators compare values.
 
 Less than (<) If the value on the left is lesser, it returns True.
 
 >>> 'hi'<'Hi'
 False
 Greater than (>) If the value on the left is greater, it returns True.
 
 >>> 1.1+2.2>3.3
 True
 
 This is because of the flawed floating-point arithmetic in Python, due to hardware dependencies.
 
 Less than or equal to (<=) If the value on the left is lesser than or equal to, it returns True.
 
 >>> 3.0<=3
 True
 
 Greater than or equal to (>=) If the value on the left is greater than or equal to, it returns True.
 
 >>> True>=False
 True
 
 Equal to (==) If the two values are equal, it returns True.
 
 >>> {1,3,2,2}=={1,2,3}
 True
 
 Not equal to (!=) If the two values are unequal, it returns True.
 
 >>> True!=0.1
 True
 
 >>> False!=0.1
 True
 
 
 You will surely face a question from Python Operators. There are chances that question may be in an indirect way. Prepare yourself for it with the best guide – Python Operators",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.34. What are assignment operators in Python?,"python coding interview questions
 
 We can combine all arithmetic operators with the assignment symbol.
 
 >>> a=7
 >>> a+=1
 >>> a
 8
 
 >>> a-=1
 >>> a
 7
 
 >>> a*=2
 >>> a
 14
 
 >>> a/=2
 >>> a
 7.0
 
 >>> a**=2
 >>> a
 49.0
 
 >>> a//=3
 >>> a
 16.0
 
 >>> a%=4
 >>> a
 0.0",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.35. Explain logical operators in Python.,"We have three logical operators- and, or, not.
 
 >>> False and True
 
 False
 
 >>> 7<7 or True
 True
 
 >>> not 2==2
 False",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.36. What are membership operators?,"With the operators ‘in’ and ‘not in’, we can confirm if a value is a member in another.
 
 >>> 'me' in 'disappointment'
 True
 
 >>> 'us' not in 'disappointment'
 True",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.37. Explain identity operators in Python.,"The operators ‘is’ and ‘is not’ tell us if two values have the same identity.
 
 >>> 10 is '10'
 False
 
 >>> True is not False
 True",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.38. Finally, tell us about bitwise operators in Python.","python interview questions for freshers
 
 These operate on values bit by bit.
 
 AND (&) This performs & on each bit pair.
 
 >>> 0b110 & 0b010
 2
 
 OR (|) This performs | on each bit pair.
 
 >>> 3|2
 
 3
 
 XOR (^) This performs an exclusive-OR operation on each bit pair.
 
 >>> 3^2
 1
 
 Binary One’s Complement (~) This returns the one’s complement of a value.
 
 >>> ~2
 -3
 
 Binary Left-Shift (<<) This shifts the bits to the left by the specified amount.
 
 >>> 1<<2
 4
 
 Here, 001 was shifted to the left by two places to get 100, which is binary for 4.
 
 Binary Right-Shift (>>)
 
 >>> 4>>2
 1",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.39. What data types does Python support?,"Python provides us with five kinds of data types:
 
 Numbers – Numbers use to hold numerical values.
 
 >>> a=7.0
 >>>
 Strings – A string is a sequence of characters. We declare it using single or double quotes.
 
 >>> title=""Ayushi's Book""
 Lists – A list is an ordered collection of values, and we declare it using square brackets.
 
 >>> colors=['red','green','blue']
 >>> type(colors)
 <class ‘list’>
 
 Tuples – A tuple, like a list, is an ordered collection of values. The difference. However, is that a tuple is immutable. This means that we cannot change a value in it.
 
 >>> name=('Ayushi','Sharma')
 >>> name[0]='Avery'
 Traceback (most recent call last):
 
 File ""<pyshell#129>"", line 1, in <module>
 
 name[0]=’Avery’
 
 TypeError: ‘tuple’ object does not support item assignment
 
 Dictionary – A dictionary is a data structure that holds key-value pairs. We declare it using curly braces.
 
 >>> squares={1:1,2:4,3:9,4:16,5:25}
 >>> type(squares)
 
 <class ‘dict’>
 
 >>> type({})
 <class ‘dict’>
 
 We can also use a dictionary comprehension:
 
 >>> squares={x:x**2 for x in range(1,6)}
 >>> squares
 {1: 1, 2: 4, 3: 9, 4: 16, 5: 25}
 
 Don’t miss the complete guide for Python Data Types and Variables",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.40. What is a docstring?,"A docstring is a documentation string that we use to explain what a construct does. We place it as the first thing under a function, class, or a method, to describe what it does. We declare a docstring using three sets of single or double-quotes.
 
 >>> def sayhi():
 """"""
 The function prints Hi
 """"""
 print(""Hi"")
 >>> sayhi()
 Hi
 
 To get a function’s docstring, we use its __doc__ attribute.
 
 >>> sayhi.__doc__
 ‘\n\tThis function prints Hi\n\t’
 
 A docstring, unlike a comment, is retained at runtime.",,,,,
